ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5011111,F,N,Y,0,103301.21,Working,Secondary / secondary special,Widow,House / apartment,-19083,-18,1,0,1,0,,1.0
5011112,F,N,Y,0,158804.11,Commercial associate,Higher education,Married,House / apartment,-17915,-204,1,0,1,0,Sales staff,2.0
5011113,F,N,Y,1,126013.95,Working,Secondary / secondary special,Married,House / apartment,-24645,-1121,1,0,1,0,Core staff,3.0
5011114,F,N,Y,0,101103.01,Working,Secondary / secondary special,Married,House / apartment,-11360,-1082,1,0,0,0,,2.0
5011115,M,N,Y,0,130261.44,Working,Secondary / secondary special,Married,House / apartment,-14238,-606,1,0,0,0,,2.0
5011116,F,N,Y,0,193782.03,State servant,Secondary / secondary special,Widow,House / apartment,-15390,-531,1,0,0,0,,1.0
5011117,M,N,Y,2,237567.86,Pensioner,Higher education,Married,House / apartment,-22408,365243,1,0,0,0,,4.0
5011118,M,N,N,0,66074.49,Working,Secondary / secondary special,Civil marriage,With parents,-14573,-198,1,0,0,1,Laborers,2.0
5011119,F,N,N,0,126550.85,Pensioner,Secondary / secondary special,Widow,With parents,-20842,365243,1,0,0,0,,1.0
5011120,F,Y,Y,1,137218.3,Commercial associate,Secondary / secondary special,Married,With parents,-10056,-528,1,0,0,0,Laborers,3.0
5011121,F,Y,Y,0,81531.11,Commercial associate,Secondary / secondary special,Married,House / apartment,-14489,-1140,1,0,0,0,Laborers,2.0
5011122,F,Y,N,0,138710.89,Working,Higher education,Married,House / apartment,-10022,-218,1,1,0,0,Laborers,2.0
5011123,F,N,Y,3,158577.36,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23954,365243,1,0,0,0,,5.0
5011124,M,N,Y,0,190883.25,Working,Secondary / secondary special,Married,House / apartment,-10421,-2469,1,0,0,0,,2.0
5011125,M,Y,Y,0,153059.04,Working,Secondary / secondary special,Married,House / apartment,-14652,-1058,1,0,0,0,Laborers,2.0
5011126,F,N,Y,0,94800.06,Commercial associate,Secondary / secondary special,Married,House / apartment,-8747,-357,1,0,0,1,Core staff,2.0
5011127,F,N,Y,1,402727.33,Working,Secondary / secondary special,Married,With parents,-23458,-280,1,0,0,0,,3.0
5011128,M,N,N,0,222918.92,Working,Higher education,Civil marriage,House / apartment,-18241,-382,1,1,1,0,Core staff,2.0
5011129,M,Y,N,0,194144.86,Pensioner,Secondary / secondary special,Married,Municipal apartment,-24178,365243,1,0,1,0,,2.0
5011130,M,N,Y,0,243388.84,Working,Secondary / secondary special,Married,House / apartment,-8046,-617,1,0,0,0,Core staff,2.0
5011131,F,Y,Y,1,166425.76,State servant,Secondary / secondary special,Married,House / apartment,-10372,-3652,1,0,1,0,Core staff,3.0
5011132,F,Y,Y,0,280169.61,State servant,Secondary / secondary special,Married,With parents,-13968,-7105,1,0,0,0,,2.0
5011133,F,N,Y,0,151514.4,Working,Secondary / secondary special,Married,House / apartment,-18198,-2576,1,0,0,0,High skill tech staff,2.0
5011134,F,Y,Y,0,147395.35,Pensioner,Secondary / secondary special,Married,House / apartment,-13082,365243,1,0,0,0,,2.0
5011135,F,N,Y,0,202321.69,Working,Secondary / secondary special,Married,House / apartment,-19785,-3625,1,0,1,0,Core staff,2.0
5011136,F,Y,Y,1,323896.33,Pensioner,Incomplete higher,Married,House / apartment,-10200,365243,1,1,1,0,,3.0
5011137,M,N,Y,0,313647.28,Working,Higher education,Married,House / apartment,-17835,-645,1,1,1,0,Core staff,2.0
5011138,F,Y,Y,1,198079.51,Working,Secondary / secondary special,Married,House / apartment,-14282,-2396,1,0,0,0,Sales staff,3.0
5011139,F,N,N,0,190671.23,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-16215,365243,1,0,0,0,,1.0
5011140,F,Y,Y,1,208568.17,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-17291,365243,1,0,0,0,,3.0
5011141,F,N,N,0,241062.24,Working,Higher education,Married,House / apartment,-8355,-130,1,0,0,0,Sales staff,2.0
5011142,F,N,Y,0,281916.43,Pensioner,Higher education,Married,House / apartment,-23504,365243,1,0,0,0,,2.0
5011143,F,Y,Y,2,130837.05,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21086,-7066,1,0,0,0,Laborers,4.0
5011144,M,Y,Y,3,284654.27,Working,Higher education,Married,House / apartment,-15062,-2431,1,0,0,0,,5.0
5011145,F,N,Y,0,174817.45,Working,Secondary / secondary special,Separated,House / apartment,-16903,-835,1,0,1,0,,1.0
5011146,F,N,Y,0,203916.49,Working,Secondary / secondary special,Civil marriage,House / apartment,-7875,-1095,1,0,1,0,,2.0
5011147,F,N,N,0,293894.07,Pensioner,Secondary / secondary special,Married,House / apartment,-16035,365243,1,0,0,0,,2.0
5011148,M,Y,N,1,213957.17,State servant,Higher education,Married,House / apartment,-14779,-34,1,1,0,0,High skill tech staff,3.0
5011149,F,Y,Y,0,232814.62,Commercial associate,Secondary / secondary special,Married,House / apartment,-13870,-1034,1,1,1,0,Core staff,2.0
5011150,M,Y,Y,0,121211.32,Commercial associate,Higher education,Married,House / apartment,-21599,-4952,1,0,1,0,,2.0
5011151,F,N,Y,0,311500.36,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-10494,365243,1,0,0,0,,2.0
5011152,F,N,Y,2,208531.08,Working,Secondary / secondary special,Separated,House / apartment,-10396,-669,1,0,1,0,Laborers,3.0
5011153,F,Y,Y,0,156848.06,Working,Secondary / secondary special,Married,With parents,-16451,-2415,1,0,0,0,,2.0
5011154,F,Y,Y,0,255387.48,Working,Secondary / secondary special,Married,House / apartment,-19352,-978,1,0,1,1,Sales staff,2.0
5011155,M,N,Y,0,537086.93,Commercial associate,Secondary / secondary special,Married,House / apartment,-7698,-1091,1,1,0,0,Laborers,2.0
5011156,F,Y,Y,0,82087.23,Pensioner,Higher education,Married,House / apartment,-16874,365243,1,0,1,0,,2.0
5011157,M,N,Y,0,98531.71,Working,Secondary / secondary special,Married,House / apartment,-12541,-3002,1,1,1,0,,2.0
5011158,M,N,Y,2,563911.53,Working,Secondary / secondary special,Separated,House / apartment,-20574,-5282,1,0,0,0,High skill tech staff,3.0
5011159,F,N,Y,1,182288.78,Pensioner,Secondary / secondary special,Married,House / apartment,-15525,365243,1,0,0,0,,3.0
5011160,M,N,N,0,162013.48,Working,Higher education,Married,House / apartment,-21928,-710,1,0,1,0,Drivers,2.0
5011161,F,N,Y,1,139010.83,Commercial associate,Secondary / secondary special,Married,House / apartment,-14264,-1466,1,0,0,0,,3.0
5011162,F,N,N,0,269471.52,Working,Higher education,Married,House / apartment,-21805,-2085,1,1,0,0,Laborers,2.0
5011163,F,N,N,0,543412.32,Commercial associate,Higher education,Married,House / apartment,-19866,-1382,1,0,0,0,,2.0
5011164,F,Y,N,3,105599.16,Pensioner,Secondary / secondary special,Married,House / apartment,-21826,365243,1,0,0,0,,5.0
5011165,F,N,N,0,140303.28,Working,Secondary / secondary special,Married,House / apartment,-21548,-3588,1,0,0,0,Accountants,2.0
5011166,F,N,Y,0,123579.07,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15831,365243,1,0,0,0,,1.0
5011167,F,N,N,3,212443.74,Working,Secondary / secondary special,Married,House / apartment,-13758,-3202,1,0,0,0,Managers,5.0
5011168,F,N,Y,0,271358.67,Working,Secondary / secondary special,Married,House / apartment,-20719,-1138,1,0,0,0,Core staff,2.0
5011169,F,Y,Y,1,331196.25,Working,Secondary / secondary special,Single / not married,House / apartment,-13643,-90,1,1,0,0,Laborers,2.0
5011170,F,N,N,2,216070.31,Pensioner,Higher education,Civil marriage,House / apartment,-8872,365243,1,1,0,0,,4.0
5011171,F,Y,N,0,519003.75,Working,Higher education,Married,House / apartment,-22362,-1462,1,0,0,0,Laborers,2.0
5011172,F,N,N,0,110483.73,Working,Secondary / secondary special,Married,House / apartment,-14268,-5751,1,0,0,0,Sales staff,2.0
5011173,M,N,N,0,97025.56,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9629,-1837,1,0,1,0,,1.0
5011174,F,N,N,0,307021.22,Working,Secondary / secondary special,Married,House / apartment,-18639,-1656,1,0,0,0,,2.0
5011175,M,N,N,0,156594.69,Pensioner,Higher education,Married,House / apartment,-22904,365243,1,0,1,0,,2.0
5011176,M,N,N,1,74015.5,Working,Secondary / secondary special,Married,House / apartment,-22399,-348,1,0,0,0,High skill tech staff,3.0
5011177,F,Y,Y,0,125739.62,Pensioner,Secondary / secondary special,Married,House / apartment,-17025,365243,1,0,0,0,,2.0
5011178,M,N,N,0,167347.76,State servant,Secondary / secondary special,Married,House / apartment,-8849,-928,1,1,0,0,,2.0
5011179,F,N,N,0,106603.95,Working,Secondary / secondary special,Married,House / apartment,-19517,-11547,1,0,0,0,Medicine staff,2.0
5011180,F,N,N,0,88669.36,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17978,-4573,1,0,1,0,Managers,1.0
5011181,M,N,Y,1,132745.02,Working,Secondary / secondary special,Civil marriage,House / apartment,-10989,-2497,1,0,0,0,Laborers,3.0
5011182,F,N,Y,0,86485.61,Pensioner,Secondary / secondary special,Widow,House / apartment,-23093,365243,1,1,1,0,,1.0
5011183,M,N,Y,1,202311.83,Working,Secondary / secondary special,Married,House / apartment,-8824,-1772,1,0,0,0,Laborers,3.0
5011184,M,N,N,0,55720.18,Working,Incomplete higher,Married,House / apartment,-13845,-792,1,1,1,0,,2.0
5011185,M,N,Y,0,154077.73,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8962,365243,1,0,1,0,,1.0
5011186,M,Y,Y,0,190947.72,Pensioner,Secondary / secondary special,Married,House / apartment,-23293,365243,1,0,0,0,,2.0
5011187,F,Y,Y,0,140748.43,Working,Higher education,Married,House / apartment,-7925,-1095,1,0,0,0,Core staff,2.0
5011188,F,N,N,0,254386.86,State servant,Higher education,Married,House / apartment,-14769,-280,1,0,0,0,Drivers,2.0
5011189,F,N,N,0,74214.84,State servant,Secondary / secondary special,Married,House / apartment,-22413,-2056,1,1,0,0,Managers,2.0
5011190,F,Y,N,2,103720.52,Working,Secondary / secondary special,Married,House / apartment,-11712,-2599,1,0,0,0,Core staff,4.0
5011191,F,N,Y,0,124864.28,Commercial associate,Higher education,Married,House / apartment,-9146,-221,1,1,0,0,Drivers,2.0
5011192,M,N,Y,2,210315.13,Commercial associate,Secondary / secondary special,Separated,House / apartment,-9531,-2922,1,0,0,0,Laborers,3.0
5011193,M,N,Y,0,164267.88,Working,Higher education,Married,House / apartment,-14404,-3811,1,0,0,0,,2.0
5011194,F,N,Y,0,430061.28,State servant,Secondary / secondary special,Widow,House / apartment,-14818,-2813,1,0,0,0,Laborers,1.0
5011195,F,N,N,0,98430.6,Pensioner,Higher education,Civil marriage,With parents,-19894,365243,1,0,0,0,,2.0
5011196,F,Y,Y,0,73313.9,Pensioner,Secondary / secondary special,Married,House / apartment,-11476,365243,1,1,1,0,,2.0
5011197,F,Y,Y,1,360246.75,Working,Secondary / secondary special,Single / not married,With parents,-19609,-2521,1,0,1,0,High skill tech staff,2.0
5011198,M,Y,Y,0,72010.75,Working,Higher education,Married,House / apartment,-24819,-5524,1,0,0,0,Cleaning staff,2.0
5011199,F,Y,Y,0,207218.97,Working,Higher education,Married,House / apartment,-22457,-441,1,0,0,0,Laborers,2.0
5011200,F,N,N,0,90279.44,Working,Secondary / secondary special,Married,House / apartment,-18447,-2230,1,0,0,0,Drivers,2.0
5011201,F,N,Y,0,52330.82,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23783,365243,1,0,0,0,,2.0
5011202,F,Y,N,1,122101.52,Pensioner,Secondary / secondary special,Married,House / apartment,-24681,365243,1,0,0,0,,3.0
5011203,F,Y,Y,0,230902.31,Working,Secondary / secondary special,Married,House / apartment,-17303,-1351,1,0,0,0,,2.0
5011204,F,N,Y,1,79946.62,Working,Secondary / secondary special,Married,House / apartment,-12102,-391,1,0,0,0,,3.0
5011205,F,Y,Y,0,196427.24,Pensioner,Secondary / secondary special,Married,House / apartment,-23346,365243,1,0,0,0,,2.0
5011206,F,N,Y,2,215654.27,Pensioner,Secondary / secondary special,Married,House / apartment,-22105,365243,1,0,1,0,,4.0
5011207,F,N,N,1,77975.89,Working,Higher education,Married,House / apartment,-8788,-1601,1,0,1,0,,3.0
5011208,M,N,Y,0,131415.5,Pensioner,Secondary / secondary special,Married,House / apartment,-23721,365243,1,0,1,0,,2.0
5011209,F,N,Y,0,324012.51,Working,Secondary / secondary special,Civil marriage,House / apartment,-13725,-3961,1,0,0,0,,2.0
5011210,F,N,Y,2,203881.93,Pensioner,Higher education,Married,House / apartment,-12951,365243,1,0,0,0,,4.0
5011211,F,N,Y,0,129217.69,Commercial associate,Higher education,Single / not married,House / apartment,-13323,-743,1,0,0,0,Drivers,1.0
5011212,M,N,N,1,181252.75,Pensioner,Secondary / secondary special,Married,House / apartment,-12915,365243,1,1,0,0,,3.0
5011213,F,N,Y,0,104544.53,State servant,Secondary / secondary special,Married,House / apartment,-16351,-30,1,0,0,0,Core staff,2.0
5011214,M,N,Y,0,257004.23,Working,Higher education,Married,With parents,-17469,-1507,1,0,1,0,Managers,2.0
5011215,F,Y,N,1,256948.26,Working,Secondary / secondary special,Married,House / apartment,-14767,-5702,1,1,0,0,Core staff,3.0
5011216,F,N,Y,0,156443.93,Working,Higher education,Widow,House / apartment,-14538,-699,1,0,0,0,Core staff,1.0
5011217,F,N,Y,0,165272.86,Working,Secondary / secondary special,Married,House / apartment,-20231,-678,1,0,1,1,Cleaning staff,2.0
5011218,F,N,Y,0,89375.47,Working,Incomplete higher,Married,House / apartment,-7358,-730,1,1,1,0,,2.0
5011219,M,N,Y,0,74905.44,Pensioner,Higher education,Married,With parents,-23905,365243,1,0,0,1,,2.0
5011220,F,Y,N,1,121990.4,Working,Secondary / secondary special,Married,House / apartment,-19830,-3274,1,0,0,0,Sales staff,3.0
5011221,F,N,Y,2,140969.54,State servant,Secondary / secondary special,Single / not married,House / apartment,-19704,-1253,1,0,0,0,Sales staff,3.0
5011222,F,Y,N,1,250524.94,Pensioner,Secondary / secondary special,Married,Municipal apartment,-14702,365243,1,0,0,0,,3.0
5011223,F,N,Y,0,233564.58,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24237,365243,1,0,0,0,,1.0
5011224,F,N,N,0,161525.2,Working,Secondary / secondary special,Married,House / apartment,-7310,-413,1,0,1,1,Drivers,2.0
5011225,F,N,Y,1,267070.91,Commercial associate,Secondary / secondary special,Married,With parents,-8645,-1002,1,0,0,0,Laborers,3.0
5011226,M,N,Y,0,91881.68,Working,Secondary / secondary special,Married,House / apartment,-21401,-1135,1,0,0,0,Laborers,2.0
5011227,F,N,Y,0,252374.27,Working,Secondary / secondary special,Married,Municipal apartment,-20255,-822,1,1,0,0,Drivers,2.0
5011228,F,N,Y,2,99189.32,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-12062,365243,1,0,0,0,,3.0
5011229,M,N,N,0,273716.25,Working,Secondary / secondary special,Married,Municipal apartment,-17732,-538,1,1,0,0,Laborers,2.0
5011230,F,N,N,0,146287.15,Working,Secondary / secondary special,Married,House / apartment,-16632,-904,1,0,0,0,Sales staff,2.0
5011231,M,Y,Y,0,54222.79,Pensioner,Higher education,Widow,House / apartment,-16546,365243,1,0,0,0,,1.0
5011232,F,N,Y,0,212156.31,Working,Higher education,Married,House / apartment,-17746,-39,1,0,1,1,Sales staff,2.0
5011233,M,N,Y,0,220747.08,Pensioner,Higher education,Married,House / apartment,-24727,365243,1,0,1,0,,2.0
5011234,F,N,N,2,117208.53,Pensioner,Incomplete higher,Married,House / apartment,-24615,365243,1,1,0,0,,4.0
5011235,M,N,N,0,122316.87,Pensioner,Secondary / secondary special,Married,House / apartment,-24515,365243,1,0,1,1,,2.0
5011236,M,N,Y,0,135975.14,Pensioner,Secondary / secondary special,Married,House / apartment,-16924,365243,1,1,0,0,,2.0
5011237,F,Y,N,1,56242.28,State servant,Secondary / secondary special,Married,House / apartment,-12881,-854,1,0,1,0,Sales staff,3.0
5011238,M,Y,N,0,45145.05,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-17124,-1247,1,0,1,0,Core staff,2.0
5011239,F,N,Y,0,282324.62,Working,Secondary / secondary special,Married,House / apartment,-18221,-6042,1,0,0,1,,2.0
5011240,F,N,N,0,97534.96,Working,Secondary / secondary special,Single / not married,House / apartment,-12765,-2027,1,0,0,0,Laborers,1.0
5011241,F,N,Y,1,372365.83,Commercial associate,Secondary / secondary special,Married,House / apartment,-18398,-2880,1,0,0,0,,3.0
5011242,F,Y,Y,0,292202.08,Commercial associate,Secondary / secondary special,Married,House / apartment,-18209,-571,1,0,0,0,Low-skill Laborers,2.0
5011243,F,N,Y,0,322415.92,Working,Secondary / secondary special,Single / not married,House / apartment,-23144,-190,1,1,0,0,Drivers,1.0
5011244,F,N,Y,0,106388.26,Working,Higher education,Civil marriage,House / apartment,-11470,-1399,1,0,0,0,Drivers,2.0
5011245,F,N,Y,0,65893.79,State servant,Secondary / secondary special,Married,House / apartment,-19535,-2763,1,0,1,0,Sales staff,2.0
5011246,M,Y,Y,0,85524.56,Working,Higher education,Married,House / apartment,-15207,-3260,1,0,0,0,Medicine staff,2.0
5011247,M,N,N,0,117803.43,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9582,-2792,1,1,1,1,Laborers,1.0
5011248,F,N,Y,0,44953.56,Pensioner,Secondary / secondary special,Separated,House / apartment,-12848,365243,1,1,1,0,,1.0
5011249,F,Y,Y,0,116109.29,Working,Secondary / secondary special,Widow,House / apartment,-8309,-1461,1,0,1,0,Core staff,1.0
5011250,F,N,N,0,133140.6,Commercial associate,Secondary / secondary special,Married,House / apartment,-12903,-117,1,0,0,0,Laborers,2.0
5011251,F,Y,Y,0,77094.68,Working,Lower secondary,Married,House / apartment,-8514,-1826,1,0,0,0,Sales staff,2.0
5011252,F,N,Y,0,87531.8,Pensioner,Secondary / secondary special,Married,House / apartment,-23529,365243,1,0,0,0,,2.0
5011253,F,Y,N,2,131887.0,Working,Secondary / secondary special,Separated,House / apartment,-9088,-422,1,1,1,0,Medicine staff,3.0
5011254,F,Y,N,1,175983.1,Working,Secondary / secondary special,Married,With parents,-21634,-2513,1,1,0,1,,3.0
5011255,M,N,Y,2,94333.22,Pensioner,Higher education,Married,House / apartment,-23191,365243,1,0,0,0,,4.0
5011256,F,Y,Y,0,170437.9,Pensioner,Incomplete higher,Separated,House / apartment,-15504,365243,1,0,0,0,,1.0
5011257,F,N,N,0,157695.78,Working,Higher education,Married,House / apartment,-8250,-974,1,0,0,0,,2.0
5011258,F,Y,Y,0,150759.77,Working,Secondary / secondary special,Single / not married,House / apartment,-17750,-624,1,0,1,1,Laborers,1.0
5011259,F,N,Y,0,106297.06,Working,Secondary / secondary special,Married,House / apartment,-11420,-1367,1,0,0,0,Drivers,2.0
5011260,F,Y,Y,0,75607.46,Working,Secondary / secondary special,Married,House / apartment,-10402,-598,1,0,0,0,Managers,2.0
5011261,F,N,Y,0,343941.2,Pensioner,Secondary / secondary special,Married,House / apartment,-17241,365243,1,0,0,0,,2.0
5011262,F,Y,N,0,201824.33,Working,Secondary / secondary special,Married,House / apartment,-13553,-189,1,0,1,0,,2.0
5011263,F,N,N,0,243498.44,Pensioner,Secondary / secondary special,Married,House / apartment,-20109,365243,1,0,1,0,,2.0
5011264,M,Y,N,0,141235.67,Pensioner,Secondary / secondary special,Married,House / apartment,-17670,365243,1,0,0,1,,2.0
5011265,M,Y,N,0,135670.89,Pensioner,Secondary / secondary special,Married,House / apartment,-21845,365243,1,0,0,0,,2.0
5011266,F,N,Y,0,188213.05,Commercial associate,Secondary / secondary special,Widow,House / apartment,-8328,-1461,1,1,0,0,,1.0
5011267,F,Y,Y,0,58844.63,Working,Secondary / secondary special,Married,House / apartment,-11423,-1969,1,0,0,0,Core staff,2.0
5011268,F,Y,N,2,84345.63,Working,Secondary / secondary special,Married,House / apartment,-17245,-990,1,0,1,0,Managers,4.0
5011269,F,N,Y,0,98825.66,Pensioner,Secondary / secondary special,Married,House / apartment,-22740,365243,1,1,0,0,,2.0
5011270,F,N,Y,0,117326.6,Pensioner,Secondary / secondary special,Married,House / apartment,-21566,365243,1,0,1,0,,2.0
5011271,F,N,N,1,94859.5,Working,Secondary / secondary special,Widow,Municipal apartment,-19218,-4385,1,0,0,0,Drivers,2.0
5011272,F,N,Y,0,173929.19,State servant,Secondary / secondary special,Married,House / apartment,-17369,-844,1,1,0,0,Sales staff,2.0
5011273,F,N,Y,0,153387.64,Pensioner,Secondary / secondary special,Married,Office apartment,-18375,365243,1,0,1,0,,2.0
5011274,F,N,N,0,295502.43,Pensioner,Higher education,Civil marriage,House / apartment,-11049,365243,1,1,0,1,,2.0
5011275,M,N,N,0,507311.04,Commercial associate,Secondary / secondary special,Married,House / apartment,-17739,-1048,1,0,0,0,Laborers,2.0
5011276,M,N,Y,0,78321.3,Pensioner,Secondary / secondary special,Married,House / apartment,-15961,365243,1,0,0,0,,2.0
5011277,M,N,N,0,158522.63,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-14044,365243,1,1,0,0,,2.0
5011278,F,Y,Y,0,158381.66,Pensioner,Higher education,Single / not married,House / apartment,-22868,365243,1,0,1,0,,1.0
5011279,M,Y,Y,1,146224.88,State servant,Secondary / secondary special,Married,House / apartment,-21846,-490,1,0,1,0,Core staff,3.0
5011280,F,N,N,0,85612.6,Working,Higher education,Married,House / apartment,-8650,-1826,1,0,0,0,Laborers,2.0
5011281,M,Y,N,0,93097.38,Pensioner,Incomplete higher,Separated,House / apartment,-24586,365243,1,0,1,0,,1.0
5011282,F,Y,Y,0,166076.33,Pensioner,Secondary / secondary special,Married,House / apartment,-11337,365243,1,0,0,0,,2.0
5011283,M,Y,Y,0,91796.09,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11080,-1519,1,0,1,0,Sales staff,1.0
5011284,F,N,Y,1,159473.97,Pensioner,Secondary / secondary special,Widow,House / apartment,-23851,365243,1,0,0,1,,2.0
5011285,M,N,Y,0,130225.8,Working,Secondary / secondary special,Single / not married,House / apartment,-15103,-3387,1,0,0,0,Cooking staff,1.0
5011286,M,Y,Y,1,158075.64,Working,Secondary / secondary special,Married,Office apartment,-21424,-10915,1,0,1,0,Managers,3.0
5011287,F,Y,Y,0,91431.9,Working,Higher education,Married,House / apartment,-12357,-3902,1,1,0,0,Core staff,2.0
5011288,F,Y,Y,1,159330.29,Working,Secondary / secondary special,Married,House / apartment,-22613,-557,1,0,0,0,Core staff,3.0
5011289,M,Y,Y,0,94799.91,Commercial associate,Secondary / secondary special,Married,House / apartment,-21896,-1156,1,1,0,1,Laborers,2.0
5011290,F,N,Y,0,159587.53,Working,Secondary / secondary special,Separated,House / apartment,-16412,-2783,1,0,0,0,Laborers,1.0
5011291,M,N,N,1,287707.05,Working,Secondary / secondary special,Married,House / apartment,-19666,-1560,1,1,0,0,Managers,3.0
5011292,F,N,Y,1,167793.93,Pensioner,Secondary / secondary special,Married,House / apartment,-24206,365243,1,1,0,0,,3.0
5011293,F,N,Y,0,172980.68,Pensioner,Higher education,Single / not married,House / apartment,-15230,365243,1,0,0,0,,1.0
5011294,F,Y,N,2,221594.24,Working,Secondary / secondary special,Married,House / apartment,-15969,-109,1,0,1,0,Laborers,4.0
5011295,F,N,N,0,73000.45,Commercial associate,Secondary / secondary special,Married,House / apartment,-19977,-655,1,0,0,0,Secretaries,2.0
5011296,M,N,Y,0,347827.1,Working,Secondary / secondary special,Married,House / apartment,-14079,-542,1,1,0,0,Core staff,2.0
5011297,F,Y,Y,0,86873.21,Pensioner,Higher education,Married,House / apartment,-24157,365243,1,0,0,0,,2.0
5011298,F,N,N,1,228623.2,Pensioner,Higher education,Civil marriage,With parents,-8013,365243,1,0,0,0,,3.0
5011299,F,Y,Y,2,213940.88,Working,Secondary / secondary special,Married,House / apartment,-14377,-1369,1,0,1,0,Security staff,4.0
5011300,F,Y,N,0,93799.69,Commercial associate,Secondary / secondary special,Married,House / apartment,-19820,-33,1,1,0,0,,2.0
5011301,M,N,Y,0,243882.8,Commercial associate,Secondary / secondary special,Married,House / apartment,-14832,-3253,1,0,0,0,Laborers,2.0
5011302,M,N,Y,0,188887.41,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11850,-984,1,0,0,0,Laborers,1.0
5011303,F,N,Y,0,378885.5,Commercial associate,Secondary / secondary special,Separated,House / apartment,-14553,-661,1,0,0,0,,1.0
5011304,M,N,N,0,162216.86,Pensioner,Secondary / secondary special,Married,House / apartment,-22759,365243,1,1,0,0,,2.0
5011305,M,N,N,0,139487.23,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16895,-442,1,0,1,0,Cooking staff,1.0
5011306,F,N,Y,0,113847.91,Working,Secondary / secondary special,Married,House / apartment,-13180,-6396,1,1,1,0,Core staff,2.0
5011307,M,Y,Y,0,61594.16,Working,Secondary / secondary special,Married,House / apartment,-19078,-6241,1,0,1,0,Laborers,2.0
5011308,F,N,Y,0,125603.6,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18031,365243,1,0,0,0,,2.0
5011309,F,Y,Y,1,128290.28,State servant,Secondary / secondary special,Married,House / apartment,-17130,-174,1,0,0,0,Realty agents,3.0
5011310,M,N,N,0,167884.09,Working,Secondary / secondary special,Married,House / apartment,-14162,-580,1,0,0,0,Laborers,2.0
5011311,F,N,Y,0,72290.53,Working,Secondary / secondary special,Married,House / apartment,-8570,-1826,1,0,0,1,Laborers,2.0
5011312,M,Y,N,0,130678.3,Working,Secondary / secondary special,Married,House / apartment,-18187,-2432,1,1,1,0,Drivers,2.0
5011313,M,N,Y,0,196442.63,Commercial associate,Higher education,Married,House / apartment,-14664,-1184,1,0,0,0,Laborers,2.0
5011314,F,N,N,0,206437.88,Working,Secondary / secondary special,Married,House / apartment,-14822,-1841,1,1,0,0,Accountants,2.0
5011315,M,Y,N,0,58109.96,Pensioner,Secondary / secondary special,Married,House / apartment,-11408,365243,1,0,0,0,,2.0
5011316,F,Y,Y,3,209651.79,State servant,Higher education,Married,House / apartment,-11677,-2657,1,1,1,0,Sales staff,5.0
5011317,F,Y,Y,0,130185.16,State servant,Higher education,Married,House / apartment,-21110,-6587,1,0,0,0,Sales staff,2.0
5011318,F,N,Y,0,134254.77,Working,Secondary / secondary special,Married,House / apartment,-15709,-2830,1,1,0,0,Drivers,2.0
5011319,M,N,Y,0,45149.85,State servant,Secondary / secondary special,Single / not married,House / apartment,-9221,-256,1,0,1,0,Laborers,1.0
5011320,F,Y,Y,0,310762.92,Pensioner,Higher education,Married,House / apartment,-8108,365243,1,0,0,0,,2.0
5011321,F,Y,Y,2,160877.65,Working,Secondary / secondary special,Widow,House / apartment,-11244,-2772,1,0,1,0,,3.0
5011322,M,N,N,2,68478.14,Working,Higher education,Separated,Rented apartment,-15850,-153,1,1,0,0,,3.0
5011323,M,Y,Y,0,177655.36,Commercial associate,Higher education,Married,House / apartment,-18126,-1530,1,0,1,0,Laborers,2.0
5011324,M,N,N,0,174947.15,State servant,Secondary / secondary special,Married,House / apartment,-9823,-1640,1,0,1,0,Managers,2.0
5011325,F,N,N,1,271379.12,Working,Secondary / secondary special,Married,House / apartment,-14911,-3300,1,1,1,0,Drivers,3.0
