ID,MONTHS_BALANCE,STATUS
5009867,-3,0
5009867,-1,0
5009867,0,X
5010177,-60,0
5010177,-59,0
5010177,-58,X
5010177,-57,0
5010177,-55,1
5010177,-54,C
5010177,-52,X
5010177,-49,X
5010177,-41,0
5010177,-40,X
5010177,-38,0
5010177,-36,C
5010177,-33,C
5010177,-32,0
5010177,-31,0
5010177,-29,X
5010177,-26,0
5010177,-25,X
5010177,-24,C
5010177,-23,C
5010177,-22,C
5010177,-18,X
5010177,-15,C
5010177,-14,X
5010177,-13,X
5010177,-11,X
5010177,-8,X
5010177,-7,C
5010177,-4,C
5010177,-3,C
5010177,-1,0
5010177,0,C
5013532,-60,C
5013532,-59,0
5013532,-57,C
5013532,-56,C
5013532,-53,C
5013532,-52,X
5013532,-51,C
5013532,-48,C
5013532,-47,C
5013532,-46,C
5013532,-45,C
5013532,-44,0
5013532,-42,C
5013532,-40,C
5013532,-39,X
5013532,-34,0
5013532,-32,C
5013532,-30,0
5013532,-29,0
5013532,-28,0
5013532,-27,C
5013532,-26,0
5013532,-24,C
5013532,-22,0
5013532,-21,C
5013532,-20,C
5013532,-19,C
5013532,-17,0
5013532,-14,C
5013532,-11,C
5013532,-10,0
5013532,-9,C
5013532,-7,0
5013532,-5,0
5013532,-4,C
5013532,-3,0
5013532,-2,C
5008936,-58,0
5008936,-56,0
5008936,-55,C
5008936,-53,X
5008936,-52,0
5008936,-50,C
5008936,-49,X
5008936,-48,0
5008936,-47,0
5008936,-46,C
5008936,-45,C
5008936,-44,C
5008936,-42,C
5008936,-41,C
5008936,-39,C
5008936,-38,0
5008936,-36,C
5008936,-34,C
5008936,-28,C
5008936,-27,C
5008936,-26,C
5008936,-25,C
5008936,-24,X
5008936,-16,X
5008936,-15,C
5008936,-14,0
5008936,-12,0
5008936,-11,X
5008936,-10,C
5008936,-9,X
5008936,-7,0
5008936,-5,0
5008936,-4,C
5008936,-2,C
5008936,-1,C
5010014,-52,C
5010014,-50,C
5010014,-46,0
5010014,-39,C
5010014,-35,C
5010014,-32,0
5010014,-31,C
5010014,-16,C
5010014,-15,0
5010014,-12,C
5010014,-11,C
5010014,-10,0
5010014,-8,0
5010014,-5,0
5010014,-1,X
5011039,-60,X
5011039,-58,0
5011039,-56,C
5011039,-55,0
5011039,-54,C
5011039,-53,0
5011039,-50,X
5011039,-48,C
5011039,-46,C
5011039,-45,X
5011039,-44,C
5011039,-41,X
5011039,-38,C
5011039,-37,C
5011039,-35,0
5011039,-34,C
5011039,-31,C
5011039,-29,C
5011039,-28,C
5011039,-26,C
5011039,-25,C
5011039,-24,C
5011039,-23,X
5011039,-22,0
5011039,-20,C
5011039,-19,0
5011039,-16,C
5011039,-14,0
5011039,-13,0
5011039,-12,C
5011039,-11,0
5011039,-9,X
5011039,-8,C
5011039,-7,0
5011039,-6,X
5011039,-5,0
5011039,-3,X
5011039,-2,0
5011039,-1,C
5010646,-60,C
5010646,-56,0
5010646,-55,0
5010646,-54,X
5010646,-53,0
5010646,-52,X
5010646,-50,0
5010646,-49,0
5010646,-46,C
5010646,-43,0
5010646,-40,C
5010646,-39,0
5010646,-38,0
5010646,-37,X
5010646,-36,0
5010646,-34,X
5010646,-32,0
5010646,-30,X
5010646,-27,0
5010646,-26,0
5010646,-24,C
5010646,-23,C
5010646,-18,C
5010646,-17,C
5010646,-15,X
5010646,-12,0
5010646,-11,0
5010646,-10,X
5010646,-8,0
5010646,-7,C
5010646,-6,C
5010646,-5,X
5010646,-4,C
5010646,-3,C
5010646,-2,C
5010646,-1,X
5010646,0,X
5011290,-60,0
5011290,-59,C
5011290,-57,0
5011290,-56,0
5011290,-52,X
5011290,-49,X
5011290,-48,X
5011290,-47,0
5011290,-45,0
5011290,-43,C
5011290,-42,0
5011290,-41,0
5011290,-40,C
5011290,-39,0
5011290,-37,X
5011290,-36,X
5011290,-35,0
5011290,-34,0
5011290,-33,C
5011290,-32,C
5011290,-30,0
5011290,-27,C
5011290,-26,0
5011290,-23,C
5011290,-22,0
5011290,-21,C
5011290,-19,0
5011290,-16,C
5011290,-14,C
5011290,-12,0
5011290,-11,0
5011290,-8,C
5011290,-7,0
5011290,-3,C
5011290,-2,0
5011290,-1,0
5012999,-59,X
5012999,-56,X
5012999,-52,0
5012999,-51,C
5012999,-45,0
5012999,-40,0
5012999,-39,C
5012999,-38,C
5012999,-36,0
5012999,-35,0
5012999,-32,C
5012999,-31,0
5012999,-27,C
5012999,-25,C
5012999,-24,0
5012999,-22,X
5012999,-18,0
5012999,-17,C
5012999,-14,0
5012999,-11,0
5012999,-9,C
5012999,-8,0
5012999,-3,X
5012999,0,C
5012175,-60,0
5012175,-59,C
5012175,-58,C
5012175,-57,C
5012175,-56,0
5012175,-55,0
5012175,-52,0
5012175,-48,X
5012175,-45,C
5012175,-44,X
5012175,-43,X
5012175,-42,C
5012175,-41,0
5012175,-36,C
5012175,-33,0
5012175,-30,C
5012175,-28,C
5012175,-26,C
5012175,-25,0
5012175,-24,C
5012175,-23,0
5012175,-22,0
5012175,-20,C
5012175,-17,X
5012175,-16,C
5012175,-15,0
5012175,-12,C
5012175,-11,0
5012175,-6,0
5012175,-5,0
5012175,-2,0
5012175,-1,C
5012175,0,C
5009528,-60,0
5009528,-59,C
5009528,-58,0
5009528,-56,0
5009528,-55,0
5009528,-54,0
5009528,-53,X
5009528,-52,X
5009528,-50,0
5009528,-49,C
5009528,-46,0
5009528,-44,X
5009528,-43,C
5009528,-42,C
5009528,-41,0
5009528,-40,0
5009528,-39,X
5009528,-38,C
5009528,-37,0
5009528,-35,X
5009528,-33,0
5009528,-31,C
5009528,-30,0
5009528,-29,C
5009528,-28,0
5009528,-27,C
5009528,-25,C
5009528,-23,C
5009528,-22,X
5009528,-21,C
5009528,-20,0
5009528,-19,0
5009528,-18,C
5009528,-16,C
5009528,-15,0
5009528,-14,C
5009528,-13,0
5009528,-12,0
5009528,-11,X
5009528,-10,C
5009528,-8,C
5009528,-7,0
5009528,-5,0
5009528,-4,0
5009528,-3,C
5009528,-2,C
5009528,-1,C
5009528,0,0
5013881,-60,0
5013881,-58,0
5013881,-57,X
5013881,-55,C
5013881,-53,0
5013881,-52,C
5013881,-51,C
5013881,-48,X
5013881,-47,C
5013881,-46,C
5013881,-44,C
5013881,-43,C
5013881,-41,0
5013881,-40,0
5013881,-39,C
5013881,-35,C
5013881,-34,C
5013881,-29,C
5013881,-27,C
5013881,-25,C
5013881,-24,X
5013881,-23,X
5013881,-21,X
5013881,-19,C
5013881,-14,0
5013881,-10,0
5013881,-9,0
5013881,-8,C
5013881,-5,0
5013881,-4,C
5013881,-2,X
5013881,0,X
5011482,-60,C
5011482,-59,X
5011482,-58,C
5011482,-57,0
5011482,-56,C
5011482,-55,X
5011482,-54,0
5011482,-53,0
5011482,-51,0
5011482,-50,C
5011482,-46,C
5011482,-45,0
5011482,-44,0
5011482,-43,0
5011482,-39,0
5011482,-38,C
5011482,-37,C
5011482,-32,0
5011482,-28,C
5011482,-26,X
5011482,-25,C
5011482,-24,C
5011482,-22,C
5011482,-19,X
5011482,-16,C
5011482,-15,X
5011482,-14,C
5011482,-9,0
5011482,-4,C
5011482,-1,X
5011482,0,X
5009325,-52,X
5009325,-50,C
5009325,-48,X
5009325,-15,0
5009325,-12,C
5009325,-11,C
5009325,-10,0
5009325,-7,C
5009561,-59,C
5009561,-57,X
5009561,-56,C
5009561,-50,0
5009561,-47,X
5009561,-46,0
5009561,-45,C
5009561,-44,X
5009561,-43,C
5009561,-40,C
5009561,-39,X
5009561,-34,0
5009561,-28,0
5009561,-22,X
5009561,-21,C
5009561,-17,0
5009561,-16,C
5009561,-9,C
5009561,-3,C
5009561,-2,X
5009561,-1,C
5010477,-60,0
5010477,-59,C
5010477,-56,C
5010477,-54,0
5010477,-49,C
5010477,-47,0
5010477,-46,0
5010477,-40,0
5010477,-38,X
5010477,-35,C
5010477,-33,0
5010477,-32,0
5010477,-30,C
5010477,-27,X
5010477,-26,C
5010477,-25,0
5010477,-21,0
5010477,-19,0
5010477,-18,0
5010477,-17,0
5010477,-16,0
5010477,-15,C
5010477,-14,C
5010477,-13,X
5010477,-11,X
5010477,-10,X
5010477,-8,C
5010477,-7,C
5010477,-6,C
5010477,-5,C
5010477,-2,0
5010477,0,0
5009711,-60,X
5009711,-58,0
5009711,-57,0
5009711,-56,0
5009711,-55,0
5009711,-54,C
5009711,-53,C
5009711,-52,X
5009711,-51,C
5009711,-50,0
5009711,-49,C
5009711,-48,X
5009711,-47,0
5009711,-46,0
5009711,-45,0
5009711,-43,C
5009711,-42,C
5009711,-41,C
5009711,-40,X
5009711,-39,0
5009711,-38,X
5009711,-37,0
5009711,-36,0
5009711,-35,0
5009711,-34,C
5009711,-33,0
5009711,-32,X
5009711,-31,X
5009711,-30,0
5009711,-29,0
5009711,-28,C
5009711,-27,X
5009711,-26,0
5009711,-25,C
5009711,-23,0
5009711,-22,0
5009711,-21,0
5009711,-19,0
5009711,-18,0
5009711,-17,0
5009711,-16,0
5009711,-15,0
5009711,-14,C
5009711,-13,C
5009711,-12,0
5009711,-10,C
5009711,-8,C
5009711,-7,C
5009711,-6,C
5009711,-5,0
5009711,-4,C
5009711,-3,0
5009711,-2,0
5009711,-1,0
5009711,0,X
5011927,-60,X
5011927,-57,C
5011927,-55,C
5011927,-54,X
5011927,-53,0
5011927,-50,X
5011927,-48,X
5011927,-47,0
5011927,-46,C
5011927,-45,X
5011927,-44,C
5011927,-43,X
5011927,-42,X
5011927,-41,0
5011927,-40,0
5011927,-39,0
5011927,-38,C
5011927,-36,0
5011927,-35,C
5011927,-34,C
5011927,-33,X
5011927,-32,C
5011927,-31,C
5011927,-30,0
5011927,-29,0
5011927,-28,C
5011927,-26,C
5011927,-25,C
5011927,-24,X
5011927,-23,0
5011927,-21,0
5011927,-20,C
5011927,-19,0
5011927,-18,0
5011927,-17,0
5011927,-16,X
5011927,-15,C
5011927,-12,X
5011927,-11,0
5011927,-9,C
5011927,-8,X
5011927,-6,0
5011927,-4,0
5011927,-3,X
5011927,-2,C
5011927,-1,0
5011927,0,C
5010383,-60,C
5010383,-59,C
5010383,-58,0
5010383,-56,C
5010383,-55,X
5010383,-54,C
5010383,-53,C
5010383,-50,X
5010383,-49,0
5010383,-48,0
5010383,-47,C
5010383,-45,0
5010383,-41,C
5010383,-38,0
5010383,-37,X
5010383,-36,X
5010383,-35,X
5010383,-34,0
5010383,-33,0
5010383,-32,X
5010383,-31,C
5010383,-30,C
5010383,-29,0
5010383,-28,C
5010383,-23,0
5010383,-21,C
5010383,-20,C
5010383,-19,C
5010383,-18,C
5010383,-16,0
5010383,-14,0
5010383,-11,C
5010383,-10,X
5010383,-7,C
5010383,-3,C
5010383,-2,0
5010383,-1,0
5012237,-60,0
5012237,-59,0
5012237,-58,C
5012237,-55,0
5012237,-54,C
5012237,-52,0
5012237,-51,C
5012237,-48,0
5012237,-47,C
5012237,-46,C
5012237,-45,X
5012237,-44,C
5012237,-42,0
5012237,-41,X
5012237,-39,C
5012237,-37,0
5012237,-36,0
5012237,-35,X
5012237,-30,0
5012237,-28,X
5012237,-26,0
5012237,-24,C
5012237,-23,0
5012237,-19,X
5012237,-18,C
5012237,-17,C
5012237,-16,C
5012237,-14,C
5012237,-13,C
5012237,-10,0
5012237,-9,0
5012237,-8,C
5012237,-6,C
5012237,-5,0
5012237,-2,X
5012457,-59,0
5012457,-40,C
5012457,-37,X
5012457,-26,C
5012457,-24,C
5012457,-12,0
5012457,-9,C
5012457,-5,C
5012457,-4,C
5009388,-52,0
5009388,-35,0
5009388,-29,C
5009388,-13,C
5009388,-12,C
5012318,-60,C
5012318,-59,C
5012318,-58,C
5012318,-57,0
5012318,-56,0
5012318,-55,X
5012318,-54,C
5012318,-53,X
5012318,-52,0
5012318,-51,C
5012318,-50,C
5012318,-49,C
5012318,-48,0
5012318,-47,0
5012318,-46,0
5012318,-45,C
5012318,-44,C
5012318,-43,C
5012318,-42,C
5012318,-41,X
5012318,-40,0
5012318,-39,C
5012318,-38,X
5012318,-37,0
5012318,-36,C
5012318,-35,0
5012318,-34,0
5012318,-33,0
5012318,-32,0
5012318,-31,X
5012318,-30,0
5012318,-29,0
5012318,-28,C
5012318,-27,0
5012318,-26,0
5012318,-25,0
5012318,-24,0
5012318,-22,0
5012318,-21,X
5012318,-19,C
5012318,-18,C
5012318,-17,X
5012318,-16,0
5012318,-15,C
5012318,-14,C
5012318,-13,C
5012318,-12,0
5012318,-11,0
5012318,-10,C
5012318,-9,X
5012318,-8,C
5012318,-7,C
5012318,-6,C
5012318,-5,0
5012318,-4,0
5012318,-3,0
5012318,-2,C
5012318,-1,X
5012318,0,0
5011911,-60,X
5011911,-59,C
5011911,-58,0
5011911,-57,0
5011911,-56,0
5011911,-55,C
5011911,-54,C
5011911,-53,X
5011911,-51,0
5011911,-50,0
5011911,-49,C
5011911,-48,0
5011911,-47,0
5011911,-46,C
5011911,-45,C
5011911,-44,0
5011911,-43,0
5011911,-42,C
5011911,-41,C
5011911,-40,X
5011911,-39,C
5011911,-38,0
5011911,-36,C
5011911,-35,C
5011911,-34,C
5011911,-32,X
5011911,-31,0
5011911,-30,C
5011911,-29,0
5011911,-27,0
5011911,-26,C
5011911,-25,C
5011911,-23,C
5011911,-22,C
5011911,-21,X
5011911,-20,C
5011911,-19,X
5011911,-18,C
5011911,-17,0
5011911,-16,0
5011911,-15,C
5011911,-14,0
5011911,-13,C
5011911,-12,0
5011911,-11,C
5011911,-9,C
5011911,-8,C
5011911,-7,C
5011911,-6,0
5011911,-5,0
5011911,-4,C
5011911,-3,0
5011911,-2,X
5011911,-1,C
5011911,0,0
5011791,-60,X
5011791,-59,C
5011791,-57,0
5011791,-55,0
5011791,-54,0
5011791,-53,0
5011791,-51,X
5011791,-50,C
5011791,-48,0
5011791,-47,C
5011791,-46,C
5011791,-45,C
5011791,-44,0
5011791,-43,0
5011791,-42,C
5011791,-40,0
5011791,-38,0
5011791,-37,C
5011791,-35,C
5011791,-34,0
5011791,-33,X
5011791,-32,C
5011791,-30,X
5011791,-29,C
5011791,-28,C
5011791,-27,0
5011791,-25,X
5011791,-22,C
5011791,-20,0
5011791,-17,0
5011791,-16,C
5011791,-15,0
5011791,-13,0
5011791,-10,C
5011791,-9,C
5011791,-8,C
5011791,-6,C
5011791,-4,0
5011791,-3,C
5011791,-2,C
5011791,0,C
5009724,-59,X
5009724,-57,C
5009724,-51,C
5009724,-43,0
5009724,-42,X
5009724,-41,C
5009724,-40,X
5009724,-38,X
5009724,-37,0
5009724,-36,X
5009724,-35,0
5009724,-34,C
5009724,-32,X
5009724,-31,C
5009724,-27,0
5009724,-25,C
5009724,-24,X
5009724,-23,X
5009724,-21,0
5009724,-19,X
5009724,-13,X
5009724,-12,C
5009724,-6,0
5009724,-3,C
5013878,-58,C
5013878,-52,C
5013878,-51,X
5013878,-45,0
5013878,-44,0
5013878,-43,C
5013878,-42,C
5013878,-41,X
5013878,-38,0
5013878,-37,0
5013878,-32,C
5013878,-31,0
5013878,-30,0
5013878,-29,0
5013878,-27,0
5013878,-26,X
5013878,-25,0
5013878,-23,X
5013878,-20,0
5013878,-19,C
5013878,-18,C
5013878,-17,X
5013878,-15,C
5013878,-14,0
5013878,-13,0
5013878,-12,C
5013878,-7,C
5013878,-6,C
5013878,-3,X
5013878,0,0
5009656,-58,C
5009656,-57,C
5009656,-56,0
5009656,-54,C
5009656,-53,C
5009656,-52,0
5009656,-46,C
5009656,-44,C
5009656,-42,C
5009656,-41,0
5009656,-40,0
5009656,-38,C
5009656,-35,0
5009656,-33,0
5009656,-30,0
5009656,-28,0
5009656,-27,0
5009656,-23,X
5009656,-22,C
5009656,-21,X
5009656,-19,0
5009656,-15,C
5009656,-14,0
5009656,-13,C
5009656,-10,X
5009656,-7,0
5009656,-2,0
5013026,-58,X
5013026,-56,0
5013026,-54,X
5013026,-52,C
5013026,-51,0
5013026,-49,0
5013026,-46,0
5013026,-44,X
5013026,-41,C
5013026,-38,X
5013026,-32,C
5013026,-30,0
5013026,-29,C
5013026,-28,C
5013026,-27,0
5013026,-26,0
5013026,-24,C
5013026,-23,0
5013026,-19,X
5013026,-18,X
5013026,-17,0
5013026,-14,C
5013026,-12,C
5013026,-9,C
5013026,-8,C
5013026,-7,C
5013026,-3,0
5013026,0,C
5013168,-60,C
5013168,-59,X
5013168,-46,0
5013168,-34,X
5013168,-33,C
5013168,-31,C
5013168,-28,0
5013168,-22,0
5013168,-20,C
5009950,-59,C
5009950,-57,X
5009950,-56,X
5009950,-55,0
5009950,-54,0
5009950,-50,X
5009950,-46,0
5009950,-37,0
5009950,-31,C
5009950,-30,X
5009950,-20,0
5009950,-17,0
5009950,-15,C
5009950,-13,X
5009950,-10,X
5009950,-8,C
5009950,-6,1
5009950,-4,X
5009195,-59,C
5009195,-50,0
5009195,-46,C
5009195,-43,C
5009195,-39,0
5009195,-35,0
5009195,-34,0
5009195,-32,X
5009195,-30,C
5009195,-29,0
5009195,-28,C
5009195,-22,0
5009195,-21,X
5009195,-19,X
5009195,-16,0
5009195,-15,C
5009195,-13,C
5009195,-12,X
5012618,-56,X
5012618,-52,C
5012618,-47,C
5012618,-41,C
5012618,-37,X
5012618,-31,C
5012618,-30,0
5012618,-29,0
5012618,-24,0
5012618,-22,0
5012618,-16,C
5012618,-7,C
5012618,-4,C
5012618,-3,C
5010847,-55,C
5010847,-54,C
5010847,-44,C
5010847,-41,C
5010847,-40,C
5010847,-30,C
5010847,-23,X
5010847,-21,C
5010847,-12,X
5010847,-8,X
5010847,-3,C
5011967,-57,C
5011967,-44,C
5011967,-42,C
5011967,-34,0
5011967,-30,X
5011967,-28,0
5011967,-21,C
5011967,-14,C
5011967,-12,0
5011967,-10,C
5011967,-5,C
5011967,-4,0
5014338,-59,X
5014338,-55,C
5014338,-54,0
5014338,-52,0
5014338,-51,C
5014338,-48,0
5014338,-47,0
5014338,-42,C
5014338,-39,0
5014338,-38,C
5014338,-36,0
5014338,-31,X
5014338,-28,C
5014338,-26,C
5014338,-22,C
5014338,-21,0
5014338,-18,X
5014338,-17,0
5014338,-16,C
5014338,-15,C
5014338,-13,C
5014338,-10,X
5014338,-9,C
5014338,-4,C
5014338,-3,C
5014338,0,C
5011452,-53,C
5011452,-50,C
5011452,-49,C
5011452,-41,C
5011452,-37,C
5011452,-36,C
5011452,-30,C
5011452,-24,C
5011452,-23,C
5011452,-12,C
5011770,-60,0
5011770,-58,0
5011770,-57,0
5011770,-56,C
5011770,-55,C
5011770,-53,X
5011770,-52,C
5011770,-51,0
5011770,-50,X
5011770,-49,X
5011770,-48,X
5011770,-47,C
5011770,-46,0
5011770,-45,0
5011770,-44,X
5011770,-42,C
5011770,-40,C
5011770,-39,0
5011770,-38,0
5011770,-37,C
5011770,-36,X
5011770,-35,C
5011770,-33,0
5011770,-32,0
5011770,-30,0
5011770,-29,C
5011770,-28,0
5011770,-27,0
5011770,-26,0
5011770,-25,0
5011770,-24,C
5011770,-23,C
5011770,-22,C
5011770,-21,0
5011770,-20,0
5011770,-18,0
5011770,-17,0
5011770,-16,0
5011770,-14,0
5011770,-13,C
5011770,-12,X
5011770,-11,C
5011770,-8,X
5011770,-6,C
5011770,-5,C
5011770,-4,C
5011770,-3,X
5011770,-2,0
5011770,-1,0
5011770,0,C
5009206,-60,X
5009206,-59,X
5009206,-56,0
5009206,-55,C
5009206,-52,C
5009206,-50,C
5009206,-49,C
5009206,-46,C
5009206,-44,0
5009206,-43,X
5009206,-42,X
5009206,-41,0
5009206,-40,C
5009206,-39,0
5009206,-36,X
5009206,-35,C
5009206,-33,0
5009206,-32,X
5009206,-30,X
5009206,-24,X
5009206,-22,C
5009206,-16,0
5009206,-15,C
5009206,-13,0
5009206,-12,C
5009206,-8,0
5009206,-7,X
5009206,-6,0
5009206,-5,0
5009206,-2,C
5009206,-1,C
5009206,0,C
5014573,-59,0
5014573,-58,C
5014573,-56,C
5014573,-55,C
5014573,-51,0
5014573,-48,C
5014573,-46,C
5014573,-45,0
5014573,-44,0
5014573,-43,X
5014573,-42,0
5014573,-41,C
5014573,-39,C
5014573,-37,0
5014573,-36,C
5014573,-34,C
5014573,-33,C
5014573,-32,0
5014573,-27,C
5014573,-26,0
5014573,-24,X
5014573,-22,C
5014573,-21,C
5014573,-20,C
5014573,-19,C
5014573,-18,C
5014573,-17,X
5014573,-16,C
5014573,-14,C
5014573,-12,0
5014573,-9,C
5014573,-8,C
5014573,-6,C
5014573,-5,C
5014573,-3,C
5014573,-2,C
5014573,0,0
5012041,-60,X
5012041,-57,0
5012041,-54,C
5012041,-51,C
5012041,-40,X
5012041,-36,C
5012041,-29,0
5012041,-25,0
5012041,-20,C
5012041,-13,C
5012041,-12,0
5012041,-11,0
5012041,-8,C
5014645,-60,0
5014645,-59,0
5014645,-58,X
5014645,-57,0
5014645,-56,0
5014645,-55,0
5014645,-54,0
5014645,-53,0
5014645,-52,0
5014645,-51,X
5014645,-50,C
5014645,-49,0
5014645,-48,C
5014645,-47,C
5014645,-46,X
5014645,-45,X
5014645,-44,C
5014645,-43,0
5014645,-42,X
5014645,-41,C
5014645,-40,X
5014645,-39,C
5014645,-38,0
5014645,-37,C
5014645,-36,0
5014645,-34,C
5014645,-33,0
5014645,-32,C
5014645,-31,0
5014645,-30,0
5014645,-29,X
5014645,-28,C
5014645,-27,C
5014645,-26,X
5014645,-25,X
5014645,-24,C
5014645,-23,C
5014645,-22,C
5014645,-21,X
5014645,-20,C
5014645,-19,0
5014645,-18,0
5014645,-17,C
5014645,-16,0
5014645,-15,C
5014645,-14,0
5014645,-13,C
5014645,-12,X
5014645,-11,C
5014645,-10,C
5014645,-9,C
5014645,-8,0
5014645,-7,0
5014645,-6,C
5014645,-5,X
5014645,-4,0
5014645,-3,C
5014645,-2,X
5014645,-1,C
5014645,0,C
5012130,-58,C
5012130,-57,X
5012130,-55,0
5012130,-51,C
5012130,-49,C
5012130,-48,C
5012130,-47,C
5012130,-45,C
5012130,-44,C
5012130,-35,0
5012130,-33,C
5012130,-28,C
5012130,-27,C
5012130,-26,C
5012130,-25,C
5012130,-20,C
5012130,-19,C
5012130,-16,0
5012130,-14,0
5012130,-4,C
5012130,-2,C
5012130,-1,C
5012826,-60,X
5012826,-58,X
5012826,-57,0
5012826,-56,0
5012826,-55,C
5012826,-54,C
5012826,-53,X
5012826,-52,0
5012826,-50,C
5012826,-48,C
5012826,-45,0
5012826,-42,0
5012826,-41,X
5012826,-40,X
5012826,-38,C
5012826,-32,X
5012826,-31,C
5012826,-28,0
5012826,-23,X
5012826,-19,C
5012826,-17,C
5012826,-14,0
5012826,-10,C
5012826,-7,C
5012826,-6,0
5012826,-3,X
5012826,-2,X
5012826,-1,C
5011587,-59,C
5011587,-53,C
5011587,-43,0
5011587,-40,C
5011587,-39,0
5011587,-35,0
5011587,-26,C
5011587,-25,C
5011587,-21,0
5011587,-19,X
5011587,-12,C
5011587,-7,C
5011587,-6,0
5011587,-4,C
5010086,-60,0
5010086,-55,C
5010086,-42,0
5010086,-40,0
5010086,-39,X
5010086,-36,0
5010086,-35,C
5010086,-33,C
5010086,-30,0
5010086,-23,0
5010086,-22,0
5010086,-21,X
5010086,-19,C
5010086,-14,0
5010086,-10,X
5010086,-9,0
5010086,-6,C
5009489,-55,0
5009489,-52,0
5009489,-51,0
5009489,-43,C
5009489,-40,0
5009489,-37,X
5009489,-36,C
5009489,-35,X
5009489,-31,0
5009489,-23,0
5009489,-16,C
5009489,-14,C
5009489,-7,0
5009489,-4,0
5009489,0,0
5011725,-56,X
5011725,-55,0
5011725,-54,0
5011725,-51,C
5011725,-49,C
5011725,-42,0
5011725,-40,0
5011725,-39,C
5011725,-38,C
5011725,-37,C
5011725,-34,0
5011725,-33,0
5011725,-32,C
5011725,-31,C
5011725,-29,0
5011725,-26,0
5011725,-24,C
5011725,-20,C
5011725,-18,X
5011725,-16,0
5011725,-12,X
5011725,-11,C
5011725,-9,0
5011725,-8,X
5011725,-4,C
5011725,-2,C
5011725,0,0
5012777,-53,C
5012777,-49,C
5012777,-48,X
5012777,-41,X
5012777,-24,C
5012777,-23,X
5012777,-17,C
5012777,-13,C
5013307,-59,0
5013307,-49,C
5013307,-45,C
5013307,-40,X
5013307,-36,0
5013307,-29,C
5013307,-18,C
5013307,-13,0
5010892,-60,0
5010892,-59,C
5010892,-57,X
5010892,-56,0
5010892,-55,0
5010892,-53,C
5010892,-50,C
5010892,-49,C
5010892,-48,C
5010892,-44,C
5010892,-42,C
5010892,-39,0
5010892,-37,C
5010892,-36,C
5010892,-35,X
5010892,-33,0
5010892,-32,0
5010892,-31,C
5010892,-29,X
5010892,-28,0
5010892,-27,C
5010892,-26,C
5010892,-25,0
5010892,-24,X
5010892,-23,0
5010892,-22,0
5010892,-20,0
5010892,-19,C
5010892,-17,C
5010892,-16,0
5010892,-15,C
5010892,-13,C
5010892,-12,0
5010892,-8,0
5010892,-6,C
5010892,-5,C
5010892,-4,C
5010892,-3,X
5010892,0,0
5009361,-60,0
5009361,-57,C
5009361,-53,C
5009361,-51,0
5009361,-48,0
5009361,-47,C
5009361,-46,C
5009361,-43,0
5009361,-42,0
5009361,-39,0
5009361,-38,C
5009361,-37,C
5009361,-30,X
5009361,-28,C
5009361,-26,C
5009361,-22,C
5009361,-18,C
5009361,-17,0
5009361,-16,C
5009361,-8,C
5009361,-5,0
5009361,-4,C
5009361,-1,0
5010406,-58,C
5010406,-57,0
5010406,-42,0
5010406,-41,0
5010406,-38,0
5010406,-28,C
5010406,-25,C
5009106,-56,0
5009106,-51,C
5009106,-49,0
5009106,-46,C
5009106,-44,C
5009106,-43,X
5009106,-42,X
5009106,-38,0
5009106,-37,C
5009106,-36,C
5009106,-33,C
5009106,-29,0
5009106,-28,C
5009106,-26,0
5009106,-25,X
5009106,-22,0
5009106,-19,C
5009106,-16,C
5009106,-10,C
5009106,-8,C
5009106,-7,C
5009106,-6,0
5009106,-5,C
5009106,-4,0
5009106,-3,C
5009106,-2,C
5009106,-1,X
5009106,0,X
5008874,-60,X
5008874,-59,X
5008874,-58,0
5008874,-57,0
5008874,-55,C
5008874,-52,C
5008874,-50,X
5008874,-49,0
5008874,-47,C
5008874,-46,0
5008874,-45,C
5008874,-43,C
5008874,-40,C
5008874,-38,0
5008874,-37,0
5008874,-35,X
5008874,-34,X
5008874,-33,X
5008874,-29,C
5008874,-27,0
5008874,-26,C
5008874,-25,0
5008874,-24,X
5008874,-20,0
5008874,-17,0
5008874,-16,0
5008874,-15,0
5008874,-13,C
5008874,-9,C
5008874,-8,C
5008874,-5,C
5008874,-4,0
5013112,-59,C
5013112,-58,X
5013112,-57,C
5013112,-54,C
5013112,-53,C
5013112,-52,X
5013112,-48,X
5013112,-47,C
5013112,-46,0
5013112,-45,X
5013112,-44,X
5013112,-43,0
5013112,-41,C
5013112,-40,X
5013112,-39,X
5013112,-37,0
5013112,-36,0
5013112,-34,C
5013112,-33,X
5013112,-32,0
5013112,-31,0
5013112,-30,0
5013112,-29,0
5013112,-25,0
5013112,-24,0
5013112,-23,C
5013112,-22,0
5013112,-19,0
5013112,-16,C
5013112,-14,0
5013112,-13,C
5013112,-12,C
5013112,-11,0
5013112,-10,X
5013112,-9,C
5013112,-8,C
5013112,-7,0
5013112,-6,C
5013112,-5,X
5013112,-4,0
5013112,-3,C
5013112,-2,0
5013112,0,C
5014505,-60,C
5014505,-59,0
5014505,-52,0
5014505,-48,X
5014505,-45,C
5014505,-44,0
5014505,-43,C
5014505,-41,C
5014505,-38,X
5014505,-35,C
5014505,-34,X
5014505,-33,0
5014505,-32,C
5014505,-31,0
5014505,-25,X
5014505,-24,C
5014505,-23,0
5014505,-22,X
5014505,-19,0
5014505,-18,C
